"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test4_check_terms_of_use",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.home_page","test_view_all","TestViewAll","","","test1_tap_view_all",""
"skipped","Thu Jul 27 11:22:02 CST 2023","Thu Jul 27 11:22:02 CST 2023","0","testcase.account_creation","test_create_account","TestAccountCreation","","","test02_create_with_weak_password",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test3_check_forget_password",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test1_check_not_you",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.home_page","test_you_might_also_like","TestYouMightAlsoLike","","","test2_follow_channels_actions",""
"skipped","Thu Jul 27 11:22:02 CST 2023","Thu Jul 27 11:22:02 CST 2023","0","testcase.account_creation","test_username_creation","TestAccountCreation","","","test01_create_without_username",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.home_page","test_search","TestHomeSearch","","","test2_close_search",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.home_page","test_dm","TestDMs","","","test1_go_direct_message",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.login_logout","test_login_with_error_info","TestErrorLogin","","","test2_login_with_error_password",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test2_check_show_password",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.profile","test_follow","TestFollow","","","test1_followers",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.settings","test_become_a_seller","TestBecomeASeller","","","test1_become_a_seller",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.profile","test_follow","TestFollow","","","test2_following",""
"skipped","Thu Jul 27 11:22:04 CST 2023","Thu Jul 27 11:22:04 CST 2023","0","testcase.wallet_addresses","test_shipping_address","TestShippingAddress","","","test1_add_address",""
"skipped","Thu Jul 27 11:22:02 CST 2023","Thu Jul 27 11:22:02 CST 2023","0","testcase.login_logout","test_login_logout","TestLoginLogout","","","test1_loginUserExisted",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.settings","test_notification","TestNotifications","","","test2_check_all_marketing_rewards_buttons",""
"skipped","Thu Jul 27 11:22:04 CST 2023","Thu Jul 27 11:22:04 CST 2023","0","testcase.wallet_addresses","test_card","TestCard","","","test1_add_card",""
"skipped","Thu Jul 27 11:22:02 CST 2023","Thu Jul 27 11:22:02 CST 2023","0","testcase.account_creation","test_create_account","TestAccountCreation","","","test05_create_with_email_already_took",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.settings","test_notification","TestNotifications","","","test3_check_all_community_buttons",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","1","testcase.home_page","test_logos","TestHomeLogos","","","test1_swipe_logo",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.profile","test_edit_profile","TestEditProfile","","","test1_change_avatar",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test5_check_privacy_policy",""
"skipped","Thu Jul 27 11:22:02 CST 2023","Thu Jul 27 11:22:02 CST 2023","0","testcase.account_creation","test_create_account","TestAccountCreation","","","test01_basic_flow_create_account",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.home_page","test_dm","TestDMs","","","test2_add_message",""
"skipped","Thu Jul 27 11:22:02 CST 2023","Thu Jul 27 11:22:02 CST 2023","0","testcase.account_creation","test_username_creation","TestAccountCreation","","","test04_create_with_username_valid",""
"skipped","Thu Jul 27 11:22:04 CST 2023","Thu Jul 27 11:22:04 CST 2023","0","testcase.settings","test_purchases","TestPurchases","","","test1_empty_purchase",""
"skipped","Thu Jul 27 11:22:04 CST 2023","Thu Jul 27 11:22:04 CST 2023","0","testcase.settings","test_privacy_policy","TestPrivacyPolicy","","","test1_privacy_policy",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.login_logout","test_login_with_error_info","TestErrorLogin","","","test1_login_with_nonexistent_account",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.home_page","test_view_all","TestViewAll","","","test2_back_to_home",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.home_page","test_search","TestHomeSearch","","","test1_tap_search",""
"skipped","Thu Jul 27 11:22:04 CST 2023","Thu Jul 27 11:22:04 CST 2023","0","testcase.wallet_addresses","test_complete_profile","TestCard","","","test1_complete_profile",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.profile","test_edit_profile","TestEditProfile","","","test4_change_interests",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.settings","test_faqs","TestFAQs","","","test1_FAQs",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.profile","test_share_profile","TestInviteFriends","","","test1_invite_friends",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.settings","test_notification","TestNotifications","","","test2_check_all_livestreams_buttons",""
"skipped","Thu Jul 27 11:22:02 CST 2023","Thu Jul 27 11:22:02 CST 2023","0","testcase.account_creation","test_create_account","TestAccountCreation","","","test03_create_with_fair_password",""
"skipped","Thu Jul 27 11:22:03 CST 2023","Thu Jul 27 11:22:03 CST 2023","0","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test6_check_create_one_now",""
"skipped","Thu Jul 27 11:22:02 CST 2023","Thu Jul 27 11:22:02 CST 2023","0","testcase.account_creation","test_username_creation","TestAccountCreation","","","test02_create_with_username_invalid",""
