"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 07 17:37:32 CST 2023","Mon Aug 07 17:38:01 CST 2023","29088","testcase.settings","test_become_a_seller","TestBecomeASeller","","","test1_become_a_seller",""
"passed","Mon Aug 07 17:31:05 CST 2023","Mon Aug 07 17:31:41 CST 2023","35938","testcase.profile","test_edit_profile","TestEditProfile","","","test2_change_username",""
"passed","Mon Aug 07 17:15:13 CST 2023","Mon Aug 07 17:15:57 CST 2023","43704","testcase.account_creation","test_username_creation","TestAccountCreation","","","test03_create_with_username_already_took",""
"broken","Mon Aug 07 17:36:15 CST 2023","Mon Aug 07 17:36:46 CST 2023","30781","testcase.profile","test_follow","TestFollow","","","test3_follow_list",""
"passed","Mon Aug 07 17:19:56 CST 2023","Mon Aug 07 17:20:15 CST 2023","19024","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test6_check_create_one_now",""
"passed","Mon Aug 07 17:31:41 CST 2023","Mon Aug 07 17:32:15 CST 2023","34262","testcase.profile","test_edit_profile","TestEditProfile","","","test3_change_self_intro",""
"passed","Mon Aug 07 17:21:14 CST 2023","Mon Aug 07 17:21:43 CST 2023","28615","testcase.home_page","test_dm","TestDMs","","","test2_add_message",""
"passed","Mon Aug 07 17:34:35 CST 2023","Mon Aug 07 17:34:56 CST 2023","21774","testcase.profile","test_follow","TestFollow","","","test2_following",""
"passed","Mon Aug 07 17:14:44 CST 2023","Mon Aug 07 17:15:13 CST 2023","28510","testcase.account_creation","test_username_creation","TestAccountCreation","","","test02_create_with_username_invalid",""
"passed","Mon Aug 07 17:37:06 CST 2023","Mon Aug 07 17:37:32 CST 2023","25562","testcase.profile","test_share_profile","TestInviteFriends","","","test1_invite_friends",""
"passed","Mon Aug 07 17:18:56 CST 2023","Mon Aug 07 17:19:10 CST 2023","13855","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test3_check_forget_password",""
"passed","Mon Aug 07 17:42:17 CST 2023","Mon Aug 07 17:43:11 CST 2023","53683","testcase.settings","test_notification","TestNotifications","","","test3_check_all_community_buttons",""
"passed","Mon Aug 07 17:21:43 CST 2023","Mon Aug 07 17:22:17 CST 2023","33582","testcase.home_page","test_hero_card","TestHeroCard","","","test1_swipe_card",""
"passed","Mon Aug 07 17:15:57 CST 2023","Mon Aug 07 17:16:56 CST 2023","59245","testcase.account_creation","test_username_creation","TestAccountCreation","","","test04_create_with_username_valid",""
"passed","Mon Aug 07 17:13:56 CST 2023","Mon Aug 07 17:14:13 CST 2023","17428","testcase.account_creation","test_create_account","TestAccountCreation","","","test05_create_with_email_already_took",""
"passed","Mon Aug 07 17:29:01 CST 2023","Mon Aug 07 17:30:38 CST 2023","97433","testcase.home_page","test_you_might_also_like","TestYouMightAlsoLike","","","test2_follow_channels_actions",""
"passed","Mon Aug 07 17:24:39 CST 2023","Mon Aug 07 17:25:06 CST 2023","27596","testcase.home_page","test_view_all","TestViewAll","","","test2_back_to_home",""
"passed","Mon Aug 07 17:44:37 CST 2023","Mon Aug 07 17:45:38 CST 2023","60878","testcase.wallet_addresses","test_card","TestCard","","","test1_add_card",""
"passed","Mon Aug 07 17:23:41 CST 2023","Mon Aug 07 17:24:12 CST 2023","31739","testcase.home_page","test_search","TestHomeSearch","","","test2_close_search",""
"passed","Mon Aug 07 17:14:13 CST 2023","Mon Aug 07 17:14:44 CST 2023","30994","testcase.account_creation","test_username_creation","TestAccountCreation","","","test01_create_without_username",""
"passed","Mon Aug 07 17:38:42 CST 2023","Mon Aug 07 17:39:09 CST 2023","26860","testcase.settings","test_contact_us","TestContactUs","","","test1_contact_us",""
"passed","Mon Aug 07 17:19:10 CST 2023","Mon Aug 07 17:19:32 CST 2023","22139","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test4_check_terms_of_use",""
"passed","Mon Aug 07 17:12:45 CST 2023","Mon Aug 07 17:12:58 CST 2023","13311","testcase.account_creation","test_create_account","TestAccountCreation","","","test03_create_with_fair_password",""
"broken","Mon Aug 07 17:53:54 CST 2023","Mon Aug 07 17:54:37 CST 2023","43230","testcase.wallet_addresses","test_complete_profile","TestCard","","","test1_complete_profile",""
"passed","Mon Aug 07 17:22:58 CST 2023","Mon Aug 07 17:23:20 CST 2023","22466","testcase.home_page","test_search","TestHomeSearch","","","test1_tap_search",""
"passed","Mon Aug 07 17:24:13 CST 2023","Mon Aug 07 17:24:38 CST 2023","25797","testcase.home_page","test_view_all","TestViewAll","","","test1_tap_view_all",""
"passed","Mon Aug 07 17:44:09 CST 2023","Mon Aug 07 17:44:37 CST 2023","27567","testcase.settings","test_purchases","TestPurchases","","","test2_purchase_list",""
"passed","Mon Aug 07 17:20:32 CST 2023","Mon Aug 07 17:20:48 CST 2023","16007","testcase.login_logout","test_login_with_error_info","TestErrorLogin","","","test2_login_with_error_password",""
