"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 17 17:20:03 CST 2023","Mon Jul 17 17:20:14 CST 2023","11122","testcase.login_logout","test_login_logout","TestLoginLogout","","","test1_loginUserExisted",""
"passed","Mon Jul 17 17:20:14 CST 2023","Mon Jul 17 17:20:23 CST 2023","8553","testcase.login_logout","test_login_logout","TestLoginLogout","","","test2_LogOutUserExisted",""
