"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 02 16:16:12 CST 2023","Wed Aug 02 16:16:40 CST 2023","28246","testcase.profile","test_edit_profile","TestEditProfile","","","test1_change_avatar",""
"passed","Wed Aug 02 16:28:28 CST 2023","Wed Aug 02 16:29:04 CST 2023","36420","testcase.settings","test_privacy_policy","TestPrivacyPolicy","","","test1_privacy_policy",""
"passed","Wed Aug 02 16:07:54 CST 2023","Wed Aug 02 16:08:20 CST 2023","25502","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test5_check_privacy_policy",""
"passed","Wed Aug 02 16:12:51 CST 2023","Wed Aug 02 16:13:17 CST 2023","26073","testcase.home_page","test_view_all","TestViewAll","","","test2_back_to_home",""
"passed","Wed Aug 02 16:07:06 CST 2023","Wed Aug 02 16:07:24 CST 2023","18253","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test2_check_show_password",""
"passed","Wed Aug 02 16:24:33 CST 2023","Wed Aug 02 16:24:56 CST 2023","22395","testcase.settings","test_notification","TestNotifications","","","test1_notifications",""
"passed","Wed Aug 02 16:00:28 CST 2023","Wed Aug 02 16:00:59 CST 2023","31276","testcase.account_creation","test_username_creation","TestAccountCreation","","","test01_create_without_username",""
"passed","Wed Aug 02 16:04:45 CST 2023","Wed Aug 02 16:05:03 CST 2023","18181","testcase.login_logout","test_login_logout","TestLoginLogout","","","test1_loginUserExisted",""
"passed","Wed Aug 02 16:08:56 CST 2023","Wed Aug 02 16:09:11 CST 2023","15436","testcase.login_logout","test_login_with_error_info","TestErrorLogin","","","test2_login_with_error_password",""
"passed","Wed Aug 02 16:09:11 CST 2023","Wed Aug 02 16:09:38 CST 2023","26714","testcase.home_page","test_dm","TestDMs","","","test1_go_direct_message",""
"broken","Wed Aug 02 16:37:41 CST 2023","Wed Aug 02 16:38:20 CST 2023","39503","testcase.wallet_addresses","test_complete_profile","TestCard","","","test1_complete_profile",""
"passed","Wed Aug 02 16:07:40 CST 2023","Wed Aug 02 16:07:54 CST 2023","14912","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test4_check_terms_of_use",""
"broken","Wed Aug 02 15:59:30 CST 2023","Wed Aug 02 15:59:49 CST 2023","19514","testcase.account_creation","test_create_account","TestAccountCreation","","","test04_create_with_good_password",""
"passed","Wed Aug 02 16:17:40 CST 2023","Wed Aug 02 16:18:14 CST 2023","33766","testcase.profile","test_edit_profile","TestEditProfile","","","test3_change_self_intro",""
"passed","Wed Aug 02 16:31:41 CST 2023","Wed Aug 02 16:32:21 CST 2023","40592","testcase.wallet_addresses","test_card","TestCard","","","test2_delete_card",""
"passed","Wed Aug 02 16:00:59 CST 2023","Wed Aug 02 16:01:28 CST 2023","29028","testcase.account_creation","test_username_creation","TestAccountCreation","","","test02_create_with_username_invalid",""
"passed","Wed Aug 02 16:24:04 CST 2023","Wed Aug 02 16:24:33 CST 2023","28977","testcase.settings","test_faqs","TestFAQs","","","test1_FAQs",""
"passed","Wed Aug 02 16:16:40 CST 2023","Wed Aug 02 16:17:18 CST 2023","37620","testcase.profile","test_edit_profile","TestEditProfile","","","test2_change_username",""
"passed","Wed Aug 02 16:08:39 CST 2023","Wed Aug 02 16:08:56 CST 2023","16145","testcase.login_logout","test_login_with_error_info","TestErrorLogin","","","test1_login_with_nonexistent_account",""
"broken","Wed Aug 02 16:04:06 CST 2023","Wed Aug 02 16:04:44 CST 2023","37916","testcase.account_creation","test_username_creation","TestAccountCreation","","","test04_create_with_username_valid",""
"passed","Wed Aug 02 16:13:18 CST 2023","Wed Aug 02 16:14:25 CST 2023","66995","testcase.home_page","test_you_might_also_like","TestYouMightAlsoLike","","","test1_find_channels",""
"passed","Wed Aug 02 15:57:29 CST 2023","Wed Aug 02 15:57:43 CST 2023","13863","testcase.account_creation","test_create_account","TestAccountCreation","","","test02_create_with_weak_password",""
"broken","Wed Aug 02 16:19:40 CST 2023","Wed Aug 02 16:20:14 CST 2023","34066","testcase.profile","test_edit_profile","TestEditProfile","","","test4_change_interests",""
"passed","Wed Aug 02 16:11:59 CST 2023","Wed Aug 02 16:12:27 CST 2023","28770","testcase.home_page","test_search","TestHomeSearch","","","test2_close_search",""
"passed","Wed Aug 02 16:27:37 CST 2023","Wed Aug 02 16:28:28 CST 2023","50118","testcase.settings","test_notification","TestNotifications","","","test3_check_all_community_buttons",""
"passed","Wed Aug 02 16:08:20 CST 2023","Wed Aug 02 16:08:39 CST 2023","19203","testcase.login_logout","test_login_page_functions","TestCheckFunctions","","","test6_check_create_one_now",""
"passed","Wed Aug 02 16:34:47 CST 2023","Wed Aug 02 16:35:40 CST 2023","52073","testcase.wallet_addresses","test_shipping_address","TestShippingAddress","","","test2_delete_address",""
"passed","Wed Aug 02 16:25:14 CST 2023","Wed Aug 02 16:26:11 CST 2023","56353","testcase.settings","test_notification","TestNotifications","","","test2_check_all_livestreams_buttons",""
"broken","Wed Aug 02 16:22:12 CST 2023","Wed Aug 02 16:22:43 CST 2023","30833","testcase.profile","test_follow","TestFollow","","","test3_follow_list",""
"passed","Wed Aug 02 15:56:16 CST 2023","Wed Aug 02 15:57:29 CST 2023","73062","testcase.account_creation","test_create_account","TestAccountCreation","","","test01_basic_flow_create_account",""
"passed","Wed Aug 02 16:09:38 CST 2023","Wed Aug 02 16:10:10 CST 2023","32035","testcase.home_page","test_dm","TestDMs","","","test2_add_message",""
"passed","Wed Aug 02 16:30:41 CST 2023","Wed Aug 02 16:31:41 CST 2023","59821","testcase.wallet_addresses","test_card","TestCard","","","test1_add_card",""
"passed","Wed Aug 02 16:11:11 CST 2023","Wed Aug 02 16:11:37 CST 2023","25847","testcase.home_page","test_search","TestHomeSearch","","","test1_tap_search",""
