"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 25 10:28:27 CST 2023","Tue Jul 25 10:28:27 CST 2023","3","testcase.login_logout","test_login_logout","TestLoginLogout","","","test2_LogOutUserExisted",""
"broken","Tue Jul 25 10:28:26 CST 2023","Tue Jul 25 10:28:26 CST 2023","3","testcase.login_logout","test_login_logout","TestLoginLogout","","","test1_loginUserExisted",""
